Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(1, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XIII  Fis-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(17, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXI  B-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(24, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	XII F-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(18, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	IX E-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(8, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	IV Cis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(3, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XIV  Fis-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(5, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	III Cis-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(14, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XIX  A-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(21, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	XI F-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(23, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXIV  H-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(10, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XVII  As-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(2, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	I C-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(13, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	VII Es-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(9, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XVII  As-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(4, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	II C-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(16, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XX  A-moll	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(18, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XXI  B-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(6, None)	dur	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 2)	XV  G-dur	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Das Wohltemperierte Klavier, Buch I (1988) [EAC-FLAC]	(23, None)	moll	Keith Jarrett	Das Wohltemperierte Klavier, Buch I (Disc 1)	XII F-moll	True	False	False
Artist 	 Album 	 Trackno 	 Title 	 ID3_artist 	 ID3_album 	 ID3_track 	 Artist_match 	 Album_match 	 track_match 
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(22, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 21 (Canone alla Settima) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(17, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 16 (Ouverture) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(24, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 23 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(11, None)	 Clav)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 10 (Fughetta) (a 1 Clav)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(13, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 12 (Canone alla Quarta) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(5, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 4 (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(14, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 13 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(31, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 30 (Quodlibet) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(27, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 26 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(12, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 11 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(8, None)	) (Al tempo di Giga)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 7 (a 1 ovvero 2 Clav.) (Al tempo di Giga)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(25, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 24 (Canone all'Ottava) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(28, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 27 (Canone alla Nona) (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(29, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 28 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(32, None)	 Aria	Keith Jarrett	J. S. Bach. Goldberg Variations	Aria	True	False	True
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(10, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 9 (Canone alla Terza.) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(9, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 8 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(20, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 19 (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(23, None)	 Clav) (Alla breve)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 22 (a 1 Clav) (Alla breve)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(3, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 2 (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(19, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 18 (Canone alla Sesta) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(1, None)	 Aria	Keith Jarrett	J. S. Bach. Goldberg Variations	Aria	True	False	True
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(4, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 3 (Canone all'Unisono) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(16, None)	 Clav Andante)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 15 (Canone alla Quinta) (a 1 Clav Andante)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(15, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 14 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(6, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 5 (a 1 ovvero 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(7, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 6 (Canone alla Seconda) (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(2, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 1 (a 1 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(30, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 29 (a 1 ovvero 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(18, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 17 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(21, None)	)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 20 (a 2 Clav.)	True	False	False
Keith Jarrett	Keith Jarrett - J.S. Bach - Goldberg Variations (1989) [EAC-FLAC]	(26, None)	) (Adagio)	Keith Jarrett	J. S. Bach. Goldberg Variations	Variatio 25 (a 2 Clav.) (Adagio)	True	False	False
